"SalesDate","Organization","DayOfInterest","DayOfInterestCode","DayOfWeek","DayOfWeekCode","InKingCounty","InKitsapCounty","InPierceCounty","InSnohomishCounty","InSpokaneCounty","InVancouver","IsOrdinaryDay","Log1pDaysSinceOpening","NumLocationsGroup"
2017-04-21,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.61873898351722,2
2017-04-22,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.62007320653036,2
2017-04-23,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.62140565176413,2
2017-04-24,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.62273632394984,2
2017-04-25,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.62406522779989,2
2017-04-26,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.62539236800796,2
2017-04-27,"A GREENER TODAY MARIJUANA","FourTwentySeven",-3,"Thursday",2,1,0,0,1,0,0,0,6.62671774924902,2
2017-04-28,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.62804137617953,2
2017-04-29,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.62936325343745,2
2017-04-30,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.63068338564237,2
2017-05-01,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.63200177739563,2
2017-05-02,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.63331843328038,2
2017-05-03,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.63463335786169,2
2017-05-04,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.63594655568665,2
2017-05-05,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.63725803128446,2
2017-05-06,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.63856778916652,2
2017-05-07,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.63987583382654,2
2017-05-08,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.64118216974059,2
2017-05-09,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.64248680136726,2
2017-05-10,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.64378973314767,2
2017-05-11,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.64509096950564,2
2017-05-12,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.64639051484773,2
2017-05-13,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.64768837356333,2
2017-05-14,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.64898455002478,2
2017-05-15,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.65027904858742,2
2017-05-16,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.65157187358973,2
2017-05-17,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.65286302935335,2
2017-05-18,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.65415252018322,2
2017-05-19,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.65544035036765,2
2017-05-20,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.65672652417839,2
2017-05-21,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.65801104587075,2
2017-05-22,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.65929391968364,2
2017-05-23,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.66057514983969,2
2017-05-24,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.66185474054531,2
2017-05-25,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.6631326959908,2
2017-05-26,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.66440902035041,2
2017-05-27,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.66568371778241,2
2017-05-28,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.66695679242921,2
2017-05-29,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.6682282484174,2
2017-05-30,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.66949808985788,2
2017-05-31,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.67076632084587,2
2017-06-01,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.67203294546107,2
2017-06-02,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.67329796776765,2
2017-06-03,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.67456139181443,2
2017-06-04,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.67582322163485,2
2017-06-05,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.67708346124714,2
2017-06-06,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.67834211465433,2
2017-06-07,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.67959918584438,2
2017-06-08,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.68085467879022,2
2017-06-09,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.68210859744981,2
2017-06-10,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.68336094576627,2
2017-06-11,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.68461172766793,2
2017-06-12,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.68586094706836,2
2017-06-13,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.68710860786651,2
2017-06-14,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.68835471394676,2
2017-06-15,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.68959926917897,2
2017-06-16,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.69084227741856,2
2017-06-17,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.69208374250663,2
2017-06-18,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.69332366826995,2
2017-06-19,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.69456205852109,2
2017-06-20,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.69579891705849,2
2017-06-21,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.69703424766648,2
2017-06-22,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.69826805411541,2
2017-06-23,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.69950034016168,2
2017-06-24,"A GREENER TODAY MARIJUANA","N/A",0,"Saturday",3,1,0,0,1,0,0,1,6.70073110954781,2
2017-06-25,"A GREENER TODAY MARIJUANA","N/A",0,"Sunday",1,1,0,0,1,0,0,1,6.70196036600254,2
2017-06-26,"A GREENER TODAY MARIJUANA","N/A",0,"Monday",2,1,0,0,1,0,0,1,6.70318811324086,2
2017-06-27,"A GREENER TODAY MARIJUANA","N/A",0,"Tuesday",2,1,0,0,1,0,0,1,6.70441435496411,2
2017-06-28,"A GREENER TODAY MARIJUANA","N/A",0,"Wednesday",2,1,0,0,1,0,0,1,6.70563909486,2
2017-06-29,"A GREENER TODAY MARIJUANA","N/A",0,"Thursday",2,1,0,0,1,0,0,1,6.70686233660275,2
2017-06-30,"A GREENER TODAY MARIJUANA","N/A",0,"Friday",3,1,0,0,1,0,0,1,6.70808408385307,2
2017-04-01,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.63331843328038,1
2017-04-02,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.63463335786169,1
2017-04-03,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.63594655568665,1
2017-04-04,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.63725803128446,1
2017-04-05,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.63856778916652,1
2017-04-06,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.63987583382654,1
2017-04-07,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.64118216974059,1
2017-04-08,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.64248680136726,1
2017-04-09,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.64378973314767,1
2017-04-10,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.64509096950564,1
2017-04-11,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.64639051484773,1
2017-04-12,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.64768837356333,1
2017-04-13,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.64898455002478,1
2017-04-14,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.65027904858742,1
2017-04-15,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.65157187358973,1
2017-04-16,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.65286302935335,1
2017-04-17,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.65415252018322,1
2017-04-18,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.65544035036765,1
2017-04-19,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.65672652417839,1
2017-04-20,"ALTITUDE","FourTwenty",3,"Thursday",2,0,0,0,0,0,0,0,6.65801104587075,1
2017-04-21,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.65929391968364,1
2017-04-22,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.66057514983969,1
2017-04-23,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.66185474054531,1
2017-04-24,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.6631326959908,1
2017-04-25,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.66440902035041,1
2017-04-26,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.66568371778241,1
2017-04-27,"ALTITUDE","FourTwentySeven",-3,"Thursday",2,0,0,0,0,0,0,0,6.66695679242921,1
2017-04-28,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.6682282484174,1
2017-04-29,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.66949808985788,1
2017-04-30,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.67076632084587,1
2017-05-01,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.67203294546107,1
2017-05-02,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.67329796776765,1
2017-05-03,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.67456139181443,1
2017-05-04,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.67582322163485,1
2017-05-05,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.67708346124714,1
2017-05-06,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.67834211465433,1
2017-05-07,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.67959918584438,1
2017-05-08,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.68085467879022,1
2017-05-09,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.68210859744981,1
2017-05-10,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.68336094576627,1
2017-05-11,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.68461172766793,1
2017-05-12,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.68586094706836,1
2017-05-13,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.68710860786651,1
2017-05-14,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.68835471394676,1
2017-05-15,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.68959926917897,1
2017-05-16,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.69084227741856,1
2017-05-17,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.69208374250663,1
2017-05-18,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.69332366826995,1
2017-05-19,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.69456205852109,1
2017-05-20,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.69579891705849,1
2017-05-21,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.69703424766648,1
2017-05-22,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.69826805411541,1
2017-05-23,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.69950034016168,1
2017-05-24,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.70073110954781,1
2017-05-25,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.70196036600254,1
2017-05-26,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.70318811324086,1
2017-05-27,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.70441435496411,1
2017-05-28,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.70563909486,1
2017-05-29,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.70686233660275,1
2017-05-30,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.70808408385307,1
2017-05-31,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.7093043402583,1
2017-06-01,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.71052310945243,1
2017-06-02,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.71174039505618,1
2017-06-03,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.71295620067707,1
2017-06-04,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.71417052990947,1
2017-06-05,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.71538338633468,1
2017-06-06,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.71659477352098,1
2017-06-07,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.71780469502369,1
2017-06-08,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.71901315438526,1
2017-06-09,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.7202201551353,1
2017-06-10,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.72142570079064,1
2017-06-11,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.72262979485545,1
2017-06-12,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.72383244082121,1
2017-06-13,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.72503364216684,1
2017-06-14,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.72623340235875,1
2017-06-15,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.72743172485086,1
2017-06-16,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.7286286130847,1
2017-06-17,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.72982407048948,1
2017-06-18,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.73101810048208,1
2017-06-19,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.73221070646721,1
2017-06-20,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.73340189183736,1
2017-06-21,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.73459165997295,1
2017-06-22,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.73578001424233,1
2017-06-23,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.73696695800186,1
2017-06-24,"ALTITUDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.73815249459596,1
2017-06-25,"ALTITUDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.73933662735717,1
2017-06-26,"ALTITUDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.74051935960622,1
2017-06-27,"ALTITUDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.74170069465205,1
2017-06-28,"ALTITUDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.7428806357919,1
2017-06-29,"ALTITUDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.74405918631135,1
2017-06-30,"ALTITUDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.74523634948436,1
2017-04-01,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.07753744390572,1
2017-04-02,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.0943445622221,1
2017-04-03,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.11087386417331,1
2017-04-04,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.12713438504509,1
2017-04-05,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.14313472639153,1
2017-04-06,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.15888308335967,1
2017-04-07,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.17438726989564,1
2017-04-08,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.18965474202643,1
2017-04-09,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.20469261939097,1
2017-04-10,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.21950770517611,1
2017-04-11,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.23410650459726,1
2017-04-12,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.24849524204936,1
2017-04-13,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.26267987704132,1
2017-04-14,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.27666611901606,1
2017-04-15,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.29045944114839,1
2017-04-16,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.30406509320417,1
2017-04-17,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.31748811353631,1
2017-04-18,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.33073334028633,1
2017-04-19,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.34380542185368,1
2017-04-20,"ALWAYS GREENER DOWNTOWN","FourTwenty",3,"Thursday",2,1,0,0,0,0,0,0,4.35670882668959,1
2017-04-21,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.36944785246702,1
2017-04-22,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.38202663467388,1
2017-04-23,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.39444915467244,1
2017-04-24,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.40671924726425,1
2017-04-25,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.4188406077966,1
2017-04-26,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.43081679884331,1
2017-04-27,"ALWAYS GREENER DOWNTOWN","FourTwentySeven",-3,"Thursday",2,1,0,0,0,0,0,0,4.44265125649032,1
2017-04-28,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.45434729625351,1
2017-04-29,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.46590811865458,1
2017-04-30,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.47733681447821,1
2017-05-01,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.48863636973214,1
2017-05-02,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.49980967033027,1
2017-05-03,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.51085950651685,1
2017-05-04,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.52178857704904,1
2017-05-05,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.53259949315326,1
2017-05-06,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.54329478227,1
2017-05-07,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.55387689160054,1
2017-05-08,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.56434819146784,1
2017-05-09,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.57471097850338,1
2017-05-10,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.58496747867057,1
2017-05-11,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.59511985013459,1
2017-05-12,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.60517018598809,1
2017-05-13,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.61512051684126,1
2017-05-14,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.62497281328427,1
2017-05-15,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.63472898822964,1
2017-05-16,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.64439089914137,1
2017-05-17,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.65396035015752,1
2017-05-18,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.66343909411207,1
2017-05-19,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.67282883446191,1
2017-05-20,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.68213122712422,1
2017-05-21,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.69134788222914,1
2017-05-22,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.70048036579242,1
2017-05-23,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.70953020131233,1
2017-05-24,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.71849887129509,1
2017-05-25,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.72738781871234,1
2017-05-26,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.7361984483945,1
2017-05-27,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.74493212836325,1
2017-05-28,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.75359019110636,1
2017-05-29,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.76217393479776,1
2017-05-30,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.77068462446567,1
2017-05-31,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.77912349311153,1
2017-06-01,"ALWAYS GREENER DOWNTOWN","N/A",0,"Thursday",2,1,0,0,0,0,0,1,4.78749174278205,1
2017-06-02,"ALWAYS GREENER DOWNTOWN","N/A",0,"Friday",3,1,0,0,0,0,0,1,4.79579054559674,1
2017-06-03,"ALWAYS GREENER DOWNTOWN","N/A",0,"Saturday",3,1,0,0,0,0,0,1,4.80402104473326,1
2017-06-04,"ALWAYS GREENER DOWNTOWN","N/A",0,"Sunday",1,1,0,0,0,0,0,1,4.81218435537242,1
2017-06-05,"ALWAYS GREENER DOWNTOWN","N/A",0,"Monday",2,1,0,0,0,0,0,1,4.82028156560504,1
2017-06-06,"ALWAYS GREENER DOWNTOWN","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,4.8283137373023,1
2017-06-07,"ALWAYS GREENER DOWNTOWN","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,4.83628190695148,1
