"SalesDate","Organization","DayOfInterest","DayOfInterestCode","DayOfWeek","DayOfWeekCode","InKingCounty","InKitsapCounty","InPierceCounty","InSnohomishCounty","InSpokaneCounty","InVancouver","IsOrdinaryDay","Log1pDaysSinceOpening","NumLocationsGroup"
2017-03-18,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.61472560020376,1
2017-03-19,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.61606518513282,1
2017-03-20,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.61740297797448,1
2017-03-21,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.61873898351722,1
2017-03-22,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62007320653036,1
2017-03-23,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.62140565176413,1
2017-03-24,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.62273632394984,1
2017-03-25,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.62406522779989,1
2017-03-26,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.62539236800796,1
2017-03-27,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.62671774924902,1
2017-03-28,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.62804137617953,1
2017-03-29,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62936325343745,1
2017-03-30,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.63068338564237,1
2017-03-31,"2020 SOLUTIONS ON THE GUIDE","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.63200177739563,1
2017-03-05,"25 TREES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.11146733950268,1
2017-03-06,"25 TREES","N/A",0,"Monday",2,0,0,1,0,0,0,1,6.11368217983223,1
2017-03-07,"25 TREES","N/A",0,"Tuesday",2,0,0,1,0,0,0,1,6.11589212548303,1
2017-03-08,"25 TREES","N/A",0,"Wednesday",2,0,0,1,0,0,0,1,6.11809719804135,1
2017-03-09,"25 TREES","N/A",0,"Thursday",2,0,0,1,0,0,0,1,6.12029741895095,1
2017-03-10,"25 TREES","N/A",0,"Friday",3,0,0,1,0,0,0,1,6.12249280951439,1
2017-03-11,"25 TREES","N/A",0,"Saturday",3,0,0,1,0,0,0,1,6.12468339089421,1
2017-03-12,"25 TREES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.12686918411419,1
2017-03-13,"25 TREES","N/A",0,"Monday",2,0,0,1,0,0,0,1,6.12905021006055,1
2017-03-14,"25 TREES","N/A",0,"Tuesday",2,0,0,1,0,0,0,1,6.13122648948314,1
2017-03-15,"25 TREES","N/A",0,"Wednesday",2,0,0,1,0,0,0,1,6.13339804299665,1
2017-03-16,"25 TREES","N/A",0,"Thursday",2,0,0,1,0,0,0,1,6.13556489108174,1
2017-03-17,"25 TREES","N/A",0,"Friday",3,0,0,1,0,0,0,1,6.13772705408623,1
2017-03-18,"25 TREES","N/A",0,"Saturday",3,0,0,1,0,0,0,1,6.13988455222626,1
2017-03-19,"25 TREES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.14203740558736,1
2017-03-20,"25 TREES","N/A",0,"Monday",2,0,0,1,0,0,0,1,6.14418563412565,1
2017-03-21,"25 TREES","N/A",0,"Tuesday",2,0,0,1,0,0,0,1,6.1463292576689,1
2017-03-22,"25 TREES","N/A",0,"Wednesday",2,0,0,1,0,0,0,1,6.14846829591765,1
2017-03-23,"25 TREES","N/A",0,"Thursday",2,0,0,1,0,0,0,1,6.15060276844628,1
2017-03-24,"25 TREES","N/A",0,"Friday",3,0,0,1,0,0,0,1,6.1527326947041,1
2017-03-25,"25 TREES","N/A",0,"Saturday",3,0,0,1,0,0,0,1,6.15485809401642,1
2017-03-26,"25 TREES","N/A",0,"Sunday",1,0,0,1,0,0,0,1,6.15697898558556,1
2017-03-27,"25 TREES","N/A",0,"Monday",2,0,0,1,0,0,0,1,6.15909538849193,1
2017-03-28,"25 TREES","N/A",0,"Tuesday",2,0,0,1,0,0,0,1,6.16120732169508,1
2017-03-29,"25 TREES","N/A",0,"Wednesday",2,0,0,1,0,0,0,1,6.16331480403464,1
2017-03-30,"25 TREES","N/A",0,"Thursday",2,0,0,1,0,0,0,1,6.16541785423142,1
2017-03-31,"25 TREES","N/A",0,"Friday",3,0,0,1,0,0,0,1,6.16751649088834,1
2017-03-05,"365 RECREATIONAL CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.45047042214418,2
2017-03-06,"365 RECREATIONAL CANNABIS","N/A",0,"Monday",2,1,0,0,0,0,0,1,6.45204895443723,2
2017-03-07,"365 RECREATIONAL CANNABIS","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,6.45362499889269,2
2017-03-08,"365 RECREATIONAL CANNABIS","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,6.45519856334012,2
2017-03-09,"365 RECREATIONAL CANNABIS","N/A",0,"Thursday",2,1,0,0,0,0,0,1,6.45676965557216,2
2017-03-10,"365 RECREATIONAL CANNABIS","N/A",0,"Friday",3,1,0,0,0,0,0,1,6.45833828334479,2
2017-03-11,"365 RECREATIONAL CANNABIS","N/A",0,"Saturday",3,1,0,0,0,0,0,1,6.45990445437753,2
2017-03-12,"365 RECREATIONAL CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.46146817635372,2
2017-03-13,"365 RECREATIONAL CANNABIS","N/A",0,"Monday",2,1,0,0,0,0,0,1,6.46302945692067,2
2017-03-14,"365 RECREATIONAL CANNABIS","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,6.46458830368996,2
2017-03-15,"365 RECREATIONAL CANNABIS","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,6.46614472423762,2
2017-03-16,"365 RECREATIONAL CANNABIS","N/A",0,"Thursday",2,1,0,0,0,0,0,1,6.46769872610435,2
2017-03-17,"365 RECREATIONAL CANNABIS","N/A",0,"Friday",3,1,0,0,0,0,0,1,6.46925031679577,2
2017-03-18,"365 RECREATIONAL CANNABIS","N/A",0,"Saturday",3,1,0,0,0,0,0,1,6.4707995037826,2
2017-03-19,"365 RECREATIONAL CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.4723462945009,2
2017-03-20,"365 RECREATIONAL CANNABIS","N/A",0,"Monday",2,1,0,0,0,0,0,1,6.47389069635227,2
2017-03-21,"365 RECREATIONAL CANNABIS","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,6.47543271670409,2
2017-03-22,"365 RECREATIONAL CANNABIS","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,6.47697236288968,2
2017-03-23,"365 RECREATIONAL CANNABIS","N/A",0,"Thursday",2,1,0,0,0,0,0,1,6.47850964220857,2
2017-03-24,"365 RECREATIONAL CANNABIS","N/A",0,"Friday",3,1,0,0,0,0,0,1,6.48004456192665,2
2017-03-25,"365 RECREATIONAL CANNABIS","N/A",0,"Saturday",3,1,0,0,0,0,0,1,6.48157712927643,2
2017-03-26,"365 RECREATIONAL CANNABIS","N/A",0,"Sunday",1,1,0,0,0,0,0,1,6.4831073514572,2
2017-03-27,"365 RECREATIONAL CANNABIS","N/A",0,"Monday",2,1,0,0,0,0,0,1,6.48463523563525,2
2017-03-28,"365 RECREATIONAL CANNABIS","N/A",0,"Tuesday",2,1,0,0,0,0,0,1,6.48616078894409,2
2017-03-29,"365 RECREATIONAL CANNABIS","N/A",0,"Wednesday",2,1,0,0,0,0,0,1,6.48768401848461,2
2017-03-30,"365 RECREATIONAL CANNABIS","N/A",0,"Thursday",2,1,0,0,0,0,0,1,6.48920493132532,2
2017-03-31,"365 RECREATIONAL CANNABIS","N/A",0,"Friday",3,1,0,0,0,0,0,1,6.49072353450251,2
2017-03-05,"420 CARPENTER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-06,"420 CARPENTER","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.59850902861452,1
2017-03-07,"420 CARPENTER","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.59987049921284,1
2017-03-08,"420 CARPENTER","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.60123011872888,1
2017-03-09,"420 CARPENTER","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.60258789218934,1
2017-03-10,"420 CARPENTER","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.60394382460047,1
2017-03-11,"420 CARPENTER","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.6052979209482,1
2017-03-12,"420 CARPENTER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.60665018619822,1
2017-03-13,"420 CARPENTER","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.60800062529609,1
2017-03-14,"420 CARPENTER","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.60934924316738,1
2017-03-15,"420 CARPENTER","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.61069604471776,1
2017-03-16,"420 CARPENTER","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.61204103483309,1
2017-03-17,"420 CARPENTER","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.61338421837956,1
2017-03-18,"420 CARPENTER","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.61472560020376,1
2017-03-19,"420 CARPENTER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.61606518513282,1
2017-03-20,"420 CARPENTER","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.61740297797448,1
2017-03-21,"420 CARPENTER","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.61873898351722,1
2017-03-22,"420 CARPENTER","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62007320653036,1
2017-03-23,"420 CARPENTER","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.62140565176413,1
2017-03-24,"420 CARPENTER","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.62273632394984,1
2017-03-25,"420 CARPENTER","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.62406522779989,1
2017-03-26,"420 CARPENTER","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.62539236800796,1
2017-03-27,"420 CARPENTER","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.62671774924902,1
2017-03-28,"420 CARPENTER","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.62804137617953,1
2017-03-29,"420 CARPENTER","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.62936325343745,1
2017-03-30,"420 CARPENTER","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.63068338564237,1
2017-03-31,"420 CARPENTER","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.63200177739563,1
2017-03-05,"420 HOLIDAY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.59714570188665,1
2017-03-06,"420 HOLIDAY","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.59850902861452,1
2017-03-07,"420 HOLIDAY","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.59987049921284,1
2017-03-08,"420 HOLIDAY","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.60123011872888,1
2017-03-09,"420 HOLIDAY","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.60258789218934,1
2017-03-10,"420 HOLIDAY","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.60394382460047,1
2017-03-11,"420 HOLIDAY","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.6052979209482,1
2017-03-12,"420 HOLIDAY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.60665018619822,1
2017-03-13,"420 HOLIDAY","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.60800062529609,1
2017-03-14,"420 HOLIDAY","N/A",0,"Tuesday",2,0,0,0,0,0,0,1,6.60934924316738,1
2017-03-15,"420 HOLIDAY","N/A",0,"Wednesday",2,0,0,0,0,0,0,1,6.61069604471776,1
2017-03-16,"420 HOLIDAY","N/A",0,"Thursday",2,0,0,0,0,0,0,1,6.61204103483309,1
2017-03-17,"420 HOLIDAY","N/A",0,"Friday",3,0,0,0,0,0,0,1,6.61338421837956,1
2017-03-18,"420 HOLIDAY","N/A",0,"Saturday",3,0,0,0,0,0,0,1,6.61472560020376,1
2017-03-19,"420 HOLIDAY","N/A",0,"Sunday",1,0,0,0,0,0,0,1,6.61606518513282,1
2017-03-20,"420 HOLIDAY","N/A",0,"Monday",2,0,0,0,0,0,0,1,6.61740297797448,1
